nchannels,world_size,msg_bytes,primitive,bandwidth_gbps,latency_us,busbw_gbps,algorithm,hostname,timestamp
1,2,1024,all_reduce,0.0107,95.70,0.0107,auto,a05u07,2026-05-05T20:32:06Z
1,2,1024,all_reduce,0.0191,53.51,0.0191,auto,a05u07,2026-05-05T20:32:06Z
1,2,1024,all_reduce,0.0228,44.95,0.0228,auto,a05u07,2026-05-05T20:32:06Z
1,2,1024,all_reduce,0.0241,42.43,0.0241,auto,a05u07,2026-05-05T20:32:06Z
1,2,1024,all_reduce,0.0252,40.57,0.0252,auto,a05u07,2026-05-05T20:32:06Z
1,2,1024,all_reduce,0.0245,41.76,0.0245,auto,a05u07,2026-05-05T20:32:06Z
1,2,1024,all_reduce,0.0249,41.14,0.0249,auto,a05u07,2026-05-05T20:32:06Z
1,2,1024,all_reduce,0.0246,41.57,0.0246,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.0906,45.19,0.0906,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.0953,42.98,0.0953,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.1004,40.80,0.1004,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.0967,42.35,0.0967,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.0980,41.81,0.0980,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.1007,40.69,0.1007,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.1036,39.55,0.1036,auto,a05u07,2026-05-05T20:32:06Z
1,2,4096,all_reduce,0.0983,41.65,0.0983,auto,a05u07,2026-05-05T20:32:06Z
1,2,16384,all_reduce,0.3559,46.04,0.3559,auto,a05u07,2026-05-05T20:32:06Z
1,2,16384,all_reduce,0.3686,44.45,0.3686,auto,a05u07,2026-05-05T20:32:06Z
1,2,16384,all_reduce,0.3841,42.66,0.3841,auto,a05u07,2026-05-05T20:32:06Z
1,2,16384,all_reduce,0.3837,42.70,0.3837,auto,a05u07,2026-05-05T20:32:06Z
1,2,16384,all_reduce,0.3849,42.57,0.3849,auto,a05u07,2026-05-05T20:32:06Z
1,2,16384,all_reduce,0.3803,43.09,0.3803,auto,a05u07,2026-05-05T20:32:06Z
1,2,16384,all_reduce,0.3843,42.63,0.3843,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.3112,49.98,1.3112,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.3133,49.90,1.3133,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.3682,47.90,1.3682,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.3748,47.67,1.3748,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.3451,48.72,1.3451,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.3721,47.76,1.3721,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.3779,47.56,1.3779,auto,a05u07,2026-05-05T20:32:06Z
1,2,65536,all_reduce,1.2730,51.48,1.2730,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.1438,63.26,4.1438,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.3041,60.91,4.3041,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.1264,63.53,4.1264,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.4905,58.38,4.4905,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.4812,58.50,4.4812,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.4594,58.78,4.4594,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.4522,58.88,4.4522,auto,a05u07,2026-05-05T20:32:06Z
1,2,262144,all_reduce,4.3840,59.79,4.3840,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,9.8166,106.82,9.8166,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,9.8202,106.78,9.8202,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,9.9337,105.56,9.9337,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,10.1614,103.19,10.1614,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,10.0583,104.25,10.0583,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,10.0173,104.68,10.0173,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,9.5959,109.27,9.5959,auto,a05u07,2026-05-05T20:32:06Z
1,2,1048576,all_reduce,9.8591,106.36,9.8591,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,14.1446,296.53,14.1446,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,14.4953,289.36,14.4953,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,14.7287,284.77,14.7287,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,14.3282,292.73,14.3282,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,14.6791,285.73,14.6791,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,14.8943,281.60,14.8943,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,15.3827,272.66,15.3827,auto,a05u07,2026-05-05T20:32:06Z
1,2,4194304,all_reduce,15.2614,274.83,15.2614,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.4481,909.43,18.4481,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.4623,908.73,18.4623,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.4386,909.89,18.4386,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.6322,900.44,18.6322,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.6500,899.58,18.6500,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.6917,897.58,18.6917,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.5740,903.26,18.5740,auto,a05u07,2026-05-05T20:32:06Z
1,2,16777216,all_reduce,18.6298,900.56,18.6298,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.5936,3425.04,19.5936,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.3745,3463.77,19.3745,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.4580,3448.91,19.4580,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.2338,3489.11,19.2338,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.6755,3410.78,19.6755,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.4774,3445.47,19.4774,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.4581,3448.88,19.4581,auto,a05u07,2026-05-05T20:32:06Z
1,2,67108864,all_reduce,19.3844,3462.01,19.3844,auto,a05u07,2026-05-05T20:32:06Z
1,2,268435456,all_reduce,19.8433,13527.78,19.8433,auto,a05u07,2026-05-05T20:32:06Z
1,2,268435456,all_reduce,19.5831,13707.49,19.5831,auto,a05u07,2026-05-05T20:32:06Z
1,2,268435456,all_reduce,19.8279,13538.24,19.8279,auto,a05u07,2026-05-05T20:32:06Z
1,2,268435456,all_reduce,19.6179,13683.17,19.6179,auto,a05u07,2026-05-05T20:32:06Z
1,2,268435456,all_reduce,19.6555,13656.99,19.6555,auto,a05u07,2026-05-05T20:32:06Z
1,2,268435456,all_reduce,19.3768,13853.47,19.3768,auto,a05u07,2026-05-05T20:32:06Z
1,2,268435456,all_reduce,19.8188,13544.46,19.8188,auto,a05u07,2026-05-05T20:32:07Z
1,2,268435456,all_reduce,19.5219,13750.47,19.5219,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.7564,54349.00,19.7564,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.5271,54987.29,19.5271,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.6545,54630.84,19.6545,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.7337,54411.70,19.7337,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.6263,54709.41,19.6263,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.6869,54540.83,19.6869,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.6529,54635.21,19.6529,auto,a05u07,2026-05-05T20:32:07Z
1,2,1073741824,all_reduce,19.5130,55027.14,19.5130,auto,a05u07,2026-05-05T20:32:07Z
1,2,1024,all_gather,0.0070,292.45,0.0035,auto,a05u07,2026-05-05T20:32:15Z
1,2,1024,all_gather,0.0112,183.66,0.0056,auto,a05u07,2026-05-05T20:32:15Z
1,2,1024,all_gather,0.0131,156.35,0.0065,auto,a05u07,2026-05-05T20:32:15Z
1,2,1024,all_gather,0.0143,143.61,0.0071,auto,a05u07,2026-05-05T20:32:15Z
1,2,1024,all_gather,0.0146,140.08,0.0073,auto,a05u07,2026-05-05T20:32:15Z
1,2,1024,all_gather,0.0147,139.14,0.0074,auto,a05u07,2026-05-05T20:32:15Z
1,2,1024,all_gather,0.0150,136.77,0.0075,auto,a05u07,2026-05-05T20:32:15Z
1,2,1024,all_gather,0.0135,151.53,0.0068,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1152,71.11,0.0576,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1236,66.30,0.0618,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1338,61.25,0.0669,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1392,58.87,0.0696,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1440,56.89,0.0720,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1425,57.49,0.0712,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1536,53.35,0.0768,auto,a05u07,2026-05-05T20:32:15Z
1,2,4096,all_gather,0.1518,53.95,0.0759,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.5460,60.02,0.2730,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.5924,55.31,0.2962,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.5406,60.61,0.2703,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.6226,52.63,0.3113,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.6392,51.26,0.3196,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.6447,50.82,0.3224,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.5844,56.08,0.2922,auto,a05u07,2026-05-05T20:32:15Z
1,2,16384,all_gather,0.6448,50.82,0.3224,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.0216,64.84,1.0108,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.2592,58.02,1.1296,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.3000,56.99,1.1500,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.3403,56.01,1.1702,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.3564,55.62,1.1782,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.3896,54.85,1.1948,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.3843,54.97,1.1921,auto,a05u07,2026-05-05T20:32:15Z
1,2,65536,all_gather,2.3860,54.93,1.1930,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,6.7556,77.61,3.3778,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,6.9459,75.48,3.4729,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,6.8637,76.39,3.4318,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,7.2533,72.28,3.6266,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,7.2816,72.00,3.6408,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,7.3076,71.75,3.6538,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,7.5100,69.81,3.7550,auto,a05u07,2026-05-05T20:32:15Z
1,2,262144,all_gather,7.4585,70.29,3.7293,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.0842,139.03,7.5421,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.2931,137.13,7.6465,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.8857,132.01,7.9429,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.9313,131.64,7.9657,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.8908,131.97,7.9454,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.9019,131.88,7.9509,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.9361,131.60,7.9680,auto,a05u07,2026-05-05T20:32:15Z
1,2,1048576,all_gather,15.9996,131.08,7.9998,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,23.0306,364.24,11.5153,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,22.8960,366.38,11.4480,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,22.1635,378.49,11.0817,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,22.9603,365.35,11.4802,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,22.9410,365.66,11.4705,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,23.3440,359.35,11.6720,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,22.7628,368.52,11.3814,auto,a05u07,2026-05-05T20:32:15Z
1,2,4194304,all_gather,22.9768,365.09,11.4884,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.5898,1261.93,13.2949,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.5344,1264.56,13.2672,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.7919,1252.41,13.3960,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.5498,1263.83,13.2749,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.6851,1257.42,13.3426,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.7820,1252.87,13.3910,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.7651,1253.66,13.3826,auto,a05u07,2026-05-05T20:32:15Z
1,2,16777216,all_gather,26.7277,1255.42,13.3638,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,27.3456,4908.21,13.6728,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,27.3442,4908.45,13.6721,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,27.6588,4852.62,13.8294,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,27.7450,4837.55,13.8725,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,27.2583,4923.92,13.6291,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,27.3898,4900.29,13.6949,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,28.0301,4788.34,14.0150,auto,a05u07,2026-05-05T20:32:15Z
1,2,67108864,all_gather,27.9105,4808.87,13.9552,auto,a05u07,2026-05-05T20:32:15Z
1,2,268435456,all_gather,28.3487,18938.09,14.1744,auto,a05u07,2026-05-05T20:32:15Z
1,2,268435456,all_gather,28.3365,18946.27,14.1682,auto,a05u07,2026-05-05T20:32:15Z
1,2,268435456,all_gather,28.0455,19142.85,14.0228,auto,a05u07,2026-05-05T20:32:15Z
1,2,268435456,all_gather,28.0497,19140.01,14.0248,auto,a05u07,2026-05-05T20:32:15Z
1,2,268435456,all_gather,28.5139,18828.39,14.2570,auto,a05u07,2026-05-05T20:32:16Z
1,2,268435456,all_gather,27.9871,19182.77,13.9936,auto,a05u07,2026-05-05T20:32:16Z
1,2,268435456,all_gather,27.9204,19228.59,13.9602,auto,a05u07,2026-05-05T20:32:16Z
1,2,268435456,all_gather,28.0305,19153.09,14.0153,auto,a05u07,2026-05-05T20:32:16Z
1,2,1073741824,all_gather,28.9089,74284.57,14.4544,auto,a05u07,2026-05-05T20:32:16Z
1,2,1073741824,all_gather,28.2232,76089.29,14.1116,auto,a05u07,2026-05-05T20:32:16Z
1,2,1073741824,all_gather,27.9810,76747.93,13.9905,auto,a05u07,2026-05-05T20:32:16Z
1,2,1073741824,all_gather,28.5355,75256.59,14.2677,auto,a05u07,2026-05-05T20:32:16Z
1,2,1073741824,all_gather,28.8839,74348.84,14.4419,auto,a05u07,2026-05-05T20:32:16Z
1,2,1073741824,all_gather,28.1750,76219.44,14.0875,auto,a05u07,2026-05-05T20:32:16Z
1,2,1073741824,all_gather,27.9040,76959.57,13.9520,auto,a05u07,2026-05-05T20:32:17Z
1,2,1073741824,all_gather,28.2794,75937.97,14.1397,auto,a05u07,2026-05-05T20:32:17Z
1,2,1024,reduce_scatter,0.0052,197.83,0.0026,auto,a05u07,2026-05-05T20:32:25Z
1,2,1024,reduce_scatter,0.0069,148.07,0.0035,auto,a05u07,2026-05-05T20:32:25Z
1,2,1024,reduce_scatter,0.0088,115.71,0.0044,auto,a05u07,2026-05-05T20:32:25Z
1,2,1024,reduce_scatter,0.0093,110.47,0.0046,auto,a05u07,2026-05-05T20:32:25Z
1,2,1024,reduce_scatter,0.0096,106.80,0.0048,auto,a05u07,2026-05-05T20:32:25Z
1,2,1024,reduce_scatter,0.0096,106.39,0.0048,auto,a05u07,2026-05-05T20:32:25Z
1,2,1024,reduce_scatter,0.0100,102.62,0.0050,auto,a05u07,2026-05-05T20:32:25Z
1,2,1024,reduce_scatter,0.0085,119.98,0.0043,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.0915,44.78,0.0457,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.0953,42.96,0.0477,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.1046,39.17,0.0523,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.1029,39.81,0.0514,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.1016,40.30,0.0508,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.1051,38.96,0.0526,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.1072,38.22,0.0536,auto,a05u07,2026-05-05T20:32:25Z
1,2,4096,reduce_scatter,0.1047,39.12,0.0524,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.3941,41.58,0.1970,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.4048,40.47,0.2024,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.4056,40.39,0.2028,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.4297,38.13,0.2148,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.4253,38.52,0.2127,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.4252,38.53,0.2126,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.4343,37.72,0.2172,auto,a05u07,2026-05-05T20:32:25Z
1,2,16384,reduce_scatter,0.4222,38.81,0.2111,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.4537,45.08,0.7269,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.5023,43.62,0.7511,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.5510,42.25,0.7755,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.5435,42.46,0.7717,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.5037,43.58,0.7519,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.5891,41.24,0.7946,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.5835,41.39,0.7917,auto,a05u07,2026-05-05T20:32:25Z
1,2,65536,reduce_scatter,1.5080,43.46,0.7540,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,4.9690,52.76,2.4845,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,5.2269,50.15,2.6134,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,5.2793,49.65,2.6397,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,5.3889,48.65,2.6945,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,5.2411,50.02,2.6205,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,5.3409,49.08,2.6705,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,5.2994,49.47,2.6497,auto,a05u07,2026-05-05T20:32:25Z
1,2,262144,reduce_scatter,5.3574,48.93,2.6787,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.2481,73.59,7.1241,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.2114,73.78,7.1057,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.8853,70.44,7.4426,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.3090,73.28,7.1545,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.7862,70.92,7.3931,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.8137,70.78,7.4069,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.6672,71.49,7.3336,auto,a05u07,2026-05-05T20:32:25Z
1,2,1048576,reduce_scatter,14.6476,71.59,7.3238,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,24.9034,168.42,12.4517,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,24.9080,168.39,12.4540,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,25.0912,167.16,12.5456,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,25.4642,164.71,12.7321,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,25.1777,166.59,12.5889,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,25.1312,166.90,12.5656,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,25.1615,166.69,12.5808,auto,a05u07,2026-05-05T20:32:25Z
1,2,4194304,reduce_scatter,24.7103,169.74,12.3552,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,30.8380,544.04,15.4190,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,30.8591,543.67,15.4295,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,31.2391,537.06,15.6196,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,30.4939,550.18,15.2470,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,31.8968,525.98,15.9484,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,30.1464,556.52,15.0732,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,31.1252,539.02,15.5626,auto,a05u07,2026-05-05T20:32:25Z
1,2,16777216,reduce_scatter,30.4140,551.63,15.2070,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,32.8528,2042.71,16.4264,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,33.1760,2022.82,16.5880,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,32.5263,2063.22,16.2631,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,32.9710,2035.39,16.4855,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,32.2803,2078.94,16.1401,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,33.4431,2006.66,16.7216,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,32.5627,2060.91,16.2814,auto,a05u07,2026-05-05T20:32:25Z
1,2,67108864,reduce_scatter,32.9429,2037.13,16.4714,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.3887,8039.72,16.6943,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.4256,8030.84,16.7128,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.3548,8047.88,16.6774,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.1401,8100.03,16.5700,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.7706,7948.79,16.8853,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.1704,8092.62,16.5852,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.6858,7968.80,16.8429,auto,a05u07,2026-05-05T20:32:25Z
1,2,268435456,reduce_scatter,33.5100,8010.60,16.7550,auto,a05u07,2026-05-05T20:32:25Z
1,2,1073741824,reduce_scatter,33.7033,31858.69,16.8516,auto,a05u07,2026-05-05T20:32:26Z
1,2,1073741824,reduce_scatter,34.1937,31401.73,17.0969,auto,a05u07,2026-05-05T20:32:26Z
1,2,1073741824,reduce_scatter,33.7027,31859.25,16.8513,auto,a05u07,2026-05-05T20:32:26Z
1,2,1073741824,reduce_scatter,34.2134,31383.64,17.1067,auto,a05u07,2026-05-05T20:32:26Z
1,2,1073741824,reduce_scatter,33.5026,32049.49,16.7513,auto,a05u07,2026-05-05T20:32:26Z
1,2,1073741824,reduce_scatter,33.2449,32297.94,16.6225,auto,a05u07,2026-05-05T20:32:26Z
1,2,1073741824,reduce_scatter,34.1925,31402.86,17.0962,auto,a05u07,2026-05-05T20:32:26Z
1,2,1073741824,reduce_scatter,33.9752,31603.71,16.9876,auto,a05u07,2026-05-05T20:32:26Z
1,2,1024,all_to_all,0.0154,66.42,0.0077,auto,a05u07,2026-05-05T20:32:34Z
1,2,1024,all_to_all,0.0226,45.31,0.0113,auto,a05u07,2026-05-05T20:32:34Z
1,2,1024,all_to_all,0.0247,41.43,0.0124,auto,a05u07,2026-05-05T20:32:34Z
1,2,1024,all_to_all,0.0223,45.83,0.0112,auto,a05u07,2026-05-05T20:32:34Z
1,2,1024,all_to_all,0.0258,39.70,0.0129,auto,a05u07,2026-05-05T20:32:34Z
1,2,1024,all_to_all,0.0263,39.00,0.0131,auto,a05u07,2026-05-05T20:32:34Z
1,2,1024,all_to_all,0.0248,41.23,0.0124,auto,a05u07,2026-05-05T20:32:34Z
1,2,1024,all_to_all,0.0251,40.82,0.0125,auto,a05u07,2026-05-05T20:32:34Z
1,2,4096,all_to_all,0.0918,44.60,0.0459,auto,a05u07,2026-05-05T20:32:34Z
